ID LOCAL ;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;CÓDIGO DO LOCAL NO UMOV.ME;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;DDI TELEFONE CELULAR;DDD TELEFONE CELULAR;NÚMERO TELEFONE CELULAR;DDI TELEFONE FIXO;DDD TELEFONE FIXO;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;CNPJ;Inscrição estadual;Vendedor;AVISO;Loja Numero;Regiao;Segunda-Feira;Terça-Feira;Quarta-Feira;Quinta-Feira;Sexta-Feira;Sábado;TT;Rota;Montado;Lider;Telefone Lider;Promotor;Telefone Promotor;Mix
C007908;CEEP-CENTRO DE ATENDIMENTO E EDUCACAO ESPECIAL (C007908);VAREJO PEQUENO;1;269926843;Brasil;SP;TREMEMBE;;RUA;DONA ZILIA;;277;12.120-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004570;MERCADO CR3 LTDA (C004570);REDE POUP MARKET;1;269926844;Brasil;RJ;Rio de Janeiro;;RUA;SEABRA FILHO;;357;23062-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004643;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A (C004643);ROLDAO;1;269926846;Brasil;SP;Santos;;RUA;COMENDADOR MARTINS;;119;11015-530;55;;;55;;;flavia.oliveira@fantasticoalimentos.com.br;;;;;;;;;;;;;;;;;;;;;Roldão
C004838;O CAMPEIRO CHURRASCARIA EXPRESS LTDA (C004838);RESTAURANTE;1;269926848;Brasil;SP;Suzano;;RUA;SETE DE SETEMBRO (CIDADE CRUZEIRO DO SUL);;555;08673-020;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004869;VALTER DE ALMEIDA CORREA COMERCIAL (C004869);VAREJO PEQUENO;1;269926849;Brasil;SP;Ubatuba;;RUA;DA CASCATA;;120;11693-056;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004814;JANDIRA RODRIGUES TURELA 94235520130 (C004814);VAREJO PEQUENO;1;269926847;Brasil;SP;Praia Grande;;AVENIDA;ZELIA GIGLIOLI GALVES;;896 A;11713-300;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004876;MERCADO NATAN LOJA 02 LTDA (C004876);VAREJO PEQUENO;1;269926850;Brasil;SP;Osasco;;RUA;NORMA ZEMELLA MOURA;;174;06075-190;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004891;DISTRIBUIDORA S J PRODUTOS DE LIMPEZA LTDA (C004891);VAREJO PEQUENO;1;269926851;Brasil;RJ;São Gonçalo;;RUA;SALVATORI;;541;24421-501;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008197;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A (C008197);ROLDAO;1;269926853;Brasil;SP;Osasco;;RUA;LUIZ HENRIQUE DE OLIVEIRA;;46;06186-130;55;;;55;;;flavia.oliveira@fantasticoalimentos.com.br;;;;;;;;;;;;;;;;;;;;;Roldão
C004945;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C004945);GPA  SP;1;269926852;Brasil;SP;Caçapava;;RUA;REGENTE FEIJO;;148;12280-034;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008325;CARREFOUR COMERCIO E INDUSTRIA LTDA (C008325);CARREFOUR SP;1;269926856;Brasil;SP;OSASCO;;AV;DOS AUTONOMISTAS;;1542;06.020-015;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Carrefour
C008255;TENDA ATACADO SA (C008255);TENDA;1;269926855;Brasil;SP;BERTIOGA;;AV;MARGINAL SUL - RIO-SANTOS;;9520;11.250-503;55;;;55;;;nfe@tendaatacado.com.br;;;;;;;;;;;;;;;;;;;;;Tenda Bertioga - C008255
C008201;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A (C008201);ROLDAO;1;269926854;Brasil;SP;São Paulo;;RUA;DO MANIFESTO;;1183;04209-001;55;;;55;;;flavia.oliveira@fantasticoalimentos.com.br;;;;;;;;;;;;;;;;;;;;;Roldão
C008453;MERCADO GRAN FAMILIA DE CORDEIRO LTDA (C008453);VAREJO PEQUENO;1;269926858;Brasil;RJ;Cordeiro;;AVENIDA;PRESIDENTE VARGAS;;113;28540-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008415;WAGNER R OLIVEIRA EPP (C008415);VAREJO PEQUENO;1;269926857;Brasil;SP;Queluz;;RUA;LADEIRA ANTONIO CARLOS;;44;12800-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008500;SLS SUPRIMENTOS MARITIMOS LTDA (C008500);VAREJO PEQUENO;1;269926859;Brasil;RJ;Rio de Janeiro;;RUA;DA SOJA;;110;21.011-100;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005107;SENDAS DISTRIBUIDORA S/A (C005107);ASSAI  SP;1;269926861;Brasil;SP;COTIA;;AVENIDA;PROFESSOR JOSE BARRETO;;1635;06703-000;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Assai Atacado SP
C008525;BRASIL VALE RESÍDUOS INDUSTRIAIS LTDA (C008525);SUBPRODUTO;1;269926860;Brasil;SP;SÃO JOSE DOS CAMPOS;;AV;JOAO RODOLFO CASTELLI;;703;12228000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005119;SENDAS DISTRIBUIDORA S/A (C005119);ASSAI  SP;1;269926862;Brasil;SP;CAMPINAS;;RUA;DA ABOLIÇÃO;;2013;13041-902;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005158;ALEGRIAA GRUPO DE APOIO A ADOCAO DE JACAREI (C005158);OUTROS;1;269926863;Brasil;SP;JACAREI;;AVENIDA;VICENCIA BATISTA DA SILVA;;58;12.319-670;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005192;CMA ESTIMULANTES PARA RESINAGEM LTDA (C005192);SUBPRODUTO;1;269926864;Brasil;SP;CAMPINA DO MONTE ALEGRE;;1;AV PANEMA;;644;18.245-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005203;MARABEL COMERCIO DE ALIMENTOS LTDA (C005203);REDE MARAVILHA RJ;1;269926865;Brasil;RJ;Volta Redonda;;AVENIDA;DOS MINEIROS;;777;27273-200;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005205;MERCADO MOUZINHO SILVA EIRELI (C005205);REDE BOM DIA RJ;1;269926866;Brasil;RJ;Rio de Janeiro;;RUA;DA PEDREIRA;;37;23045-705;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005244;QUALITY COMERCIO E SERVICOS EM GERAL LTDA (C005244);REDE POUP MARKET;1;269926867;Brasil;RJ;Rio de Janeiro;;RUA;LAPLACE;;350;23080-340;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005248;ATACADO DE ALIMENTOS SOUZA IMPORTACAO E EXPORTACAO LTDA (C005248);VAREJO PEQUENO;1;269926868;Brasil;SP;Sorocaba;;AVENIDA;TRES DE MARCO;;1835;18087-180;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005254;M J M COMERCIO DE GENEROS ALIMENTICIOS LTDA (C005254);REDE SO OFERTAS;1;269926869;Brasil;RJ;SAQUAREMA;;RUA;PROF FRANCISCO FONSECA;;135;28990-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005647;MERCADO MEGA 2 IRAJA LTDA (C005647);SUPER COMPRAS;1;269926870;Brasil;RJ;Rio de Janeiro;;R;CISPLATINA;;11;21.235-070;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005814;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005814);GPA  SP;1;269926871;Brasil;SP;Itu;;RUA;PRUDENTE DE MORAES;;210;13309-050;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005986;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005986);GPA  SP;1;269926872;Brasil;SP;UBATUBA;;RUA;GUARANI;;374;11689-046;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006985;PRISCILLA GOULART COUTINHO 22228158860 (C006985);PADRAO;1;269926874;Brasil;SP;SAO JOSE DOS CAMPOS;;R;DAS CARPAS;;31;12.246-292;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006036;MERCADO PANAINO LTDA (C006036);REDE PARATODOS;1;269926873;Brasil;RJ;Rio Claro;;RUA;PREFEITO MOZART C VALLE;;334;27460-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007140;CAMARADA ADMINISTRACAO DE RESTAURANTES S.A. (C007140);VAREJO PEQUENO;1;269926875;Brasil;SP;JARINU;;RODOVIA;EDGARD MAXIMO ZAMBOTTO (SP-345);;KM 76;13.240-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007142;MINIMERCADO DOS AMIGOS LTDA (C007142);VAREJO PEQUENO;1;269926876;Brasil;SP;CACAPAVA;;RUA;JOSE CANDIDO CAPPELLI;;37;12.289-065;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007783;MINIMERCADO L M ALVES LTDA (C007783);VAREJO PEQUENO;1;269926877;Brasil;SP;SAO PAULO;;RUA;ENG MANUEL OSORIO;;1;08.010-160;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007799;SUPERMERCADO E RESTAURANTE JVA LTDA (C007799);MONTE KALI;1;269926878;Brasil;SP;ITUPEVA;;PRACA;SAO PAULO;;97;13.295-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C003040;SUPERMERCEARIA LOPES LTDA  EPP (C003040);PADRAO;1;269926879;Brasil;SP;INDAIATUBA;;RUA;CRISTINA VON ZUBEN AMSTALDEN;;272;13343-500;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007057;NOVA RP REFEICOES LTDA. (C007057);VAREJO PEQUENO;1;269926880;Brasil;RJ;Nova Iguaçu;;AV;DOUTOR MARIO GUIMARAES;;486;26.255-230;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007060;MAIQUELLI SILVA NASCIMENTO MINIMERCADO (C007060);VAREJO PEQUENO;1;269926881;Brasil;SP;São Sebastião;;R;LUIS BASILIO DOS SANTOS;;88;11622154;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007442;MIGRATIO GESTAO E COMERCIALIZACAO DE ENERGIA ELETRICA LTDA. (C007442);OUTROS;1;269926882;Brasil;SP;LIMEIRA;;R;SENADOR VERGUEIRO;;995;13.480-001;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007513;MARCIA FERREIRA DE SOUSA 15022330881 (C007513);SUBPRODUTO;1;269926883;Brasil;SP;CARAGUATATUBA;;TRAVESSA;ANTONIO MARTINS FILHO ( JARDIM RIO CLARO );;1310;11.670-402;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007533;NOVO HORIZONTE COMERCIO DE GENEROS ALIMENTICIOS LTDA (C007533);SUPER COMPRAS;1;269926884;Brasil;RJ;Rio de Janeiro;;AV;MARECHAL FONTENELLE;;4128;21750120;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007535;ELISA LOUZANE NOGUEIRA 47335800889 (C007535);VAREJO PEQUENO;1;269926885;Brasil;SP;São José dos Campos;;RUA;JORGE BARBOSA MOREIRA;;218;12243070;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007720;JEAN PHILIPPE DE CARVALHO CORDEIRO (C007720);REDE SMART  RJ;1;269926886;Brasil;RJ;PARATI;;AV;PRIMEVERA;;SN;23970-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007809;MERCADO BONS FRUTOS LTDA  ME (C007809);REDE SMART  RJ;1;269926887;Brasil;RJ;CABO FRIO;;ROD;AMARAL PEIXOTO;;43;28900-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007670;MERCADO PONTO CERTO EMBU LTDA (C007670);REDE PONTO CERTO;1;269926888;Brasil;SP;EMBU DAS ATES;;RUA;AVARE;;136;06.824-270;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007760;ADEGA E MERCADO XALUPE LTDA (C007760);VAREJO PEQUENO;1;269926889;Brasil;SP;ITAPEVI;;AV;JOSE CHALUPPE;;385;06.660-460;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007876;DOM ATACAREJO S.A. (C007876);DOM ATACADISTA;1;269926890;Brasil;RJ;ITAPERUNA;;AV;PRESIDENTE DUTRA;;1125;28.300-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007960;SUPERMERCADO ESTRELA DO PIRANI LTDA (C007960);REDE DA PRAÇA SUPERM;1;269926891;Brasil;SP;SAO PAULO;;AVENIDA;RODOLFO PIRANI;;679;08.310-258;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008034;WMS SUPERMERCADOS DO BRASIL LTDA (C008034);ATACADAO SP;1;269926892;Brasil;SP;Jacareí;;ROD;PRESIDENTE DUTRA;;S/N;12.335-010;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008046;MERCADO VIOLETA LTDA (C008046);MERCADO VIOLETA;1;269926893;Brasil;SP;SAO PAULO;;ESTRADA;DAS TAIPAS;;278;02.991-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008095;MINI-MERCADO CANOSSA LTDA (C008095);VAREJO PEQUENO;1;269926894;Brasil;SP;ITARIRI;;R;BENEDITO MUNIZ;;370;11.760-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005050;SENDAS DISTRIBUIDORA S/A (C005050);ASSAI  SP;1;269926897;Brasil;SP;SÃO PAULO;;AVENIDA;MARECHAL TITO;;5599;081158-100;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Assai Atacado SP
C008219;VALENTE DISTRIBUIDORA DE ALIMENTOS LTDA (C008219);VAREJO PEQUENO;1;269926896;Brasil;RJ;RIO DE JANEIRO;;ESTRADA;DO OUTEIRO SANTO;;631;22.713-169;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008166;BENA´S BEER & BBQ BAR E RESTAURANTE LTDA (C008166);VAREJO PEQUENO;1;269926895;Brasil;SP;SAO JOSE DOS CAMPOS;;PRACA;CANDIDA MARIA CESAR SAWAYA GIANA;;4;12.243-003;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005140;FBB COMERCIO DE CEREAIS EIRELI (C005140);SUBPRODUTO;1;269926898;Brasil;SP;São Paulo;;RUA;GIPOIA;;263;02050-050;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005246;ROTA 393 ALIMENTOS LTDA (C005246);REDE AVERJ  RJ;1;269926901;Brasil;RJ;Vassouras;;RUA;AMBROSIO COUTINHO;;285;27700-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005190;FGF MARQUES LTDA (C005190);VAREJO PEQUENO;1;269926899;Brasil;SP;Ubatuba;;RODOVIA;OSWALDO CRUZ;;2267;11691-032;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005234;MINIMERCADO COSTA VERDE LTDA (C005234);REDE BOM DIA RJ;1;269926900;Brasil;RJ;Mangaratiba;;ESTRADA;RJ 14;;51;23860-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005247;MITRA DIOCESANA DE SAO JOSE DOS CAMPOS (C005247);OUTROS;1;269926902;Brasil;SP;São José dos Campos;;AVENIDA;PAPA JOAO PAULO II;;150;12244-597;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005278;PINHEIRAL CEREAIS LTDA (C005278);REDE AVERJ  RJ;1;269926903;Brasil;RJ;Pinheiral;;RUA;JOSE GOMES DA SILVA JR;;175;27197-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005295;COMERCIAL DE ALIMENTOS APARECIDA LTDA (C005295);VAREJO PEQUENO;1;269926904;Brasil;SP;Aparecida;;RUA;FILIPPO;;176;12573-512;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005350;CASA DE RACAO NAPOLEAO LTDA (C005350);SUBPRODUTO;1;269926905;Brasil;SP;SANTA ISABEL;;RODOVIA;PREFEITO JOAQUIM SIMAO;;SN;07500-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005477;EUROFINS DO BRASIL ANALISES DE ALIMENTOS LTDA. (C005477);OUTROS;1;269926906;Brasil;SP;Indaiatuba;;RODOVIA;ENGENHEIRO ERMENIO OLIVEIRA PENTEADO;;S/N;13337-300;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004972;MERCADO DONA BALBINA LTDA (C004972);REDE ECO DE V REDON;1;269926907;Brasil;RJ;Paracambi;;RUA;DOMINIQUE LEVEL;;260;26600-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004982;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C004982);GPA  SP;1;269926908;Brasil;SP;Peruíbe;;AVENIDA;PADRE ANCHIETA;;2573;11750-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005075;SENDAS DISTRIBUIDORA S/A (C005075);ASSAI  SP;1;269926909;Brasil;SP;Sorocaba;;RUA;SENHORA MARIAN APARECIDA PRESSUTTI MILEGO;;250;18048-140;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Assaí SP1
C005204;SUPER MUNIZ COMERCIO DE ALIMENTOS LTDA (C005204);REDE AVERJ  RJ;1;269926910;Brasil;RJ;Vassouras;;AVENIDA;EXPEDICIONARIO OSWALDO DE ALMEIDA RAMOS;;2200;27700-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005223;MERCADO MG LTDA (C005223);REDE BOM DIA RJ;1;269926911;Brasil;RJ;Rio de Janeiro;;RUA;AGAI;;18;23065-620;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005298;COMERCIAL SURUBI LTDA (C005298);REDE ECO DE V REDON;1;269926912;Brasil;RJ;Resende;;RUA;QUATRO;;313;27512-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005306;SUPERMERCADO TRADICAO LTDA (C005306);VAREJO PEQUENO;1;269926913;Brasil;SP;São José dos Campos;;RUA;ANTONIO JULIO CAVALCANTI;;132;12248-440;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005325;RESTAURANTE VILLA ELDORADO LTDA (C005325);RESTAURANTE;1;269926914;Brasil;SP;São José dos Campos;;RUA;CARAVELAS;;15;12238-170;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005386;L C PINTO COMERCIO DE ALIMENTOS LTDA (C005386);VAREJO PEQUENO;1;269926915;Brasil;RJ;Cabo Frio;;AVENIDA;INDEPENDENCIA;;2;28925-842;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006938;PANIFICADORA PEG PAO DO BOQUEIRAO LTDA  EPP (C006938);REDE LITORAL;1;269926916;Brasil;SP;PRAIA GRANDE;;AV;PRESIDENTE COSTA E SILVA;;596;11700-005;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007114;ASSOCIACAO MOGIANA DE ACOES PARA A CIDADANIA - AMAC (C007114);REDE BOM PRATO;1;269926917;Brasil;SP;MOGI DAS CRUZES;;R;PROFESSOR FLAVIANO DE MELLO;;378;08.710-620;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007119;BADARO ALIMENTOS LTDA (C007119);VAREJO PEQUENO;1;269926918;Brasil;SP;SAO JOSE DOS CAMPOS;;R;PENHA;;369;12.238-380;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007243;COMERCIAL DE ALIMENTOS MINEIRAO LTDA (C007243);VAREJO PEQUENO;1;269926919;Brasil;RJ;ANGRA DOS REIS;;RUA;PRESIDENTE GETULIO VARGAS;;672;23.954-095;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008600;JUNDU PRAIA BAR LTDA (C008600);RESTAURANTE;1;269927394;Brasil;SP;UBATUBA;;RUA;DEZ;;159;11.697-430;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007433;SSICA IND E COM DE ALIMENTOS (C007433);SUBPRODUTO;1;269926920;Brasil;MG;Contagem;;RUA;JOAO FERREIRA GOMES;;95;32150-070;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007435;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA. (C007435);REDE FLEX ATACADO;1;269926921;Brasil;SP;Jaguariúna;;RUA;THOMAZ JASSO;;480;13.917-058;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007437;MIX VALI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA. (C007437);REDE FLEX ATACADO;1;269926922;Brasil;SP;Jaguariúna;;AVENIDA;RINALDI;;1100;13.914-230;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007561;RAONI TOLEDO OLIVEIRA (C007561);VAREJO PEQUENO;1;269926923;Brasil;SP;Caraguatatuba;;AVENIDA;PRESIDENTE CASTELO BRANCO;;749;11661300;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007565;JM COMERCIO DE HORTIFRUTI LTDA (C007565);VAREJO PEQUENO;1;269926924;Brasil;SP;SAO PAULO;;RUA;CONDE DE AVILEZ;;143;08.285-310;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004174;DISTRIBUIDORA DE CESTAS VASSOURAS LTDA (C004174);REDE AVERJ  RJ;1;269926925;Brasil;RJ;VASSOURAS;;RUA;JOSE DO PATROCINIO;;150;27700-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007983;MERCADO TJ TREIS PONTES LTDA (C007983);VAREJO PEQUENO;1;269926926;Brasil;RJ;RIO DE JANEIRO;;AV;CESARIO DE MELO;;12171;23.595-040;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007996;WMB SUPERMERCADOS DO BRASIL LTDA. (C007996);CARREFOUR SP;1;269926927;Brasil;SP;SAO PAULO;;AVENIDA;WASHINGTON LUIZ;;1415;04.626-001;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Carrefour
C008059;MERCADO VIOLETA LTDA (C008059);MERCADO VIOLETA;1;269926928;Brasil;SP;SAO PAULO;;R;IQUIRIRIM;;461;05.586-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008062;GONDIM SUPERMERCADOS LTDA (C008062);PADRAO;1;269926929;Brasil;SP;HORTOLANDIA;;AV;BRASIL;;600;13188-252;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008179;NUTRIALFA ALIMENTOS LTDA (C008179);SUBPRODUTO;1;269926930;Brasil;MG;ALFENAS;;AV;ALBERTO VIEIRA ROMAO;;2739;37.130-001;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008337;LICEU CORACAO DE JESUS (C008337);PADRAO;1;269926931;Brasil;SP;PINDAMONHANGABA;;R;SAO JOAO BOSCO;;727;12.403-010;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008349;WMS SUPERMERCADOS DO BRASIL LTDA (C008349);ATACADAO SP;1;269926932;Brasil;SP;CAMPINAS;;AV;IMPERIO DO SOL NASCENTE;;100;13.033-050;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Atacadão SP
C008360;LUCIA DA CONCEICAO MERCEARIA (C008360);VAREJO PEQUENO;1;269926933;Brasil;SP;MOGI DAS CRUZES;;RUA;ANTONIO PINHEIRO NOBRE;;321;08.765-120;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008464;WMS SUPERMERCADOS DO BRASIL LTDA (C008464);ATACADAO SP;1;269926935;Brasil;SP;FERRAZ DE VASCONCELOS;;AVENIDA;PRESIDENTE TANCREDO DE ALMEIDA NEVES;;1000;08.530-460;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Atacadão SP
C007861;DOM ATACAREJO S.A. (C007861);DOM ATACADISTA;1;269926937;Brasil;RJ;ARARUAMA;;EST;ARARUAMA RIO BONITO;;S/N;28.982-405;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007860;DOM ATACAREJO S.A. (C007860);DOM ATACADISTA;1;269926936;Brasil;RJ;MACAÉ;;ROD;AMARAL PEIXOTO;;S/N;27.961-214;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008457;WMS SUPERMERCADOS DO BRASIL LTDA (C008457);ATACADAO SP;1;269926934;Brasil;SP;GUARULHOS;;RUA;EDUARDO FRONER;;S/N;07.243-590;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Atacadão SP
C007912;MERCADO FONTE NOVA JOVAIA LTDA (C007912);REDE FONTE NOVA SUPE;1;269926939;Brasil;SP;GUARULHOS;;R;SIDEROPOLIS;;230;07.132-230;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007874;DOM ATACAREJO S.A. (C007874);DOM ATACADISTA;1;269926938;Brasil;RJ;MARICÁ;;ROD;ERNANI DO AMARAL PEIXOTO;;S/N;24.931-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C007952;MINIMERCADO BELA VISTA LTDA (C007952);REDE DA PRAÇA SUPERM;1;269926940;Brasil;SP;SAO PAULO;;R;TREZE DE MAIO;;1.576;01.327-002;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008014;COMERCIAL FRATONI LTDA (C008014);PADRAO;1;269926941;Brasil;SP;SANTA BARBARA D`OESTE;;RUA;TUPIS;;638;13456-032;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008044;MERCADO VIOLETA LTDA (C008044);MERCADO VIOLETA;1;269926942;Brasil;SP;SAO PAULO;;ESTRADA;TURISTICA DO JARAGUA;;700;05.161-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008198;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A (C008198);ROLDAO;1;269926944;Brasil;SP;São Paulo;;AVENIDA;CORIFEU DE AZEVEDO MARQUES;;3672;05340-000;55;;;55;;;flavia.oliveira@fantasticoalimentos.com.br;;;;;;;;;;;;;;;;;;;;;Roldão
C004319;MAK DE JACAREI SUPERMERCADOS LTDA (C004319);MAKTUB;1;269926945;Brasil;SP;JACAREI;;RUA;BERNARDINO DE CAMPOS;;359;12308-010;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008061;SENDAS DISTRIBUIDORA S/A (C008061);ASSAI RJ;1;269926943;Brasil;ES;VITÓRIA;;AVENIDA;FERNANDO FERRARI;;3740;29.075-630;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008288;CARREFOUR COMERCIO E INDUSTRIA LTDA (C008288);CARREFOUR SP;1;269926946;Brasil;SP;GUARULHOS;;AV;PAULO FACCINI;;240;07.111-000;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Carrefour
C008339;SUPERMERCADO TIO BEBA LTDA - ME (C008339);REDE TIO BEBA;1;269926947;Brasil;SP;ITARIRI;;RUA;DO COMERCIO;;251;11.760-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008515;MARCOS JOSE FERNANDES (C008515);SUBPRODUTO;1;269926949;Brasil;SP;Jacareí;;RUA;DOS VIGILANTES;;16;12.332-550;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C008399;LICEU CORACAO DE JESUS (C008399);PADRAO;1;269926948;Brasil;SP;CAMPOS DO JORDÃO;;R;BENEDITO EMIDIO GONCALVES;;156;12.460-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
